Order_ID,Order_Date,Customer_ID,Customer_Name,Region,City,Category,Product,Quantity,Unit_Price,Discount,Sales,Profit
ORD00045,06-04-2023,CUST0488,Customer 0488,West,Pune,Electronics,Laptop,1,62171.13,0.2,49736.9,9590.34
ORD00046,22-03-2024,CUST0963,Customer 0963,North,Delhi,Clothing,Jacket,3,4159.44,0.1,11230.48,702.93
ORD00047,08-08-2023,CUST0750,Customer 0750,North,Delhi,Electronics,Smartphone,5,34315.59,0.05,162999.08,12650.38
ORD00048,07-03-2024,CUST0254,Customer 0254,North,Delhi,Furniture,Office Chair,2,11761.87,0.1,21171.36,3690.52
ORD00049,29-06-2023,CUST0442,Customer 0442,East,Kolkata,Electronics,Monitor,5,18005.62,0.1,81025.27,13843.43
ORD00050,02-12-2023,CUST0896,Customer 0896,East,Kolkata,Accessories,USB Hub,4,1249.11,0.05,4746.6,616.44
ORD00051,15-01-2024,CUST0427,Customer 0427,South,Bangalore,Furniture,Bookshelf,3,10191.95,0.1,27518.28,4878.09
ORD00052,12-02-2023,CUST0607,Customer 0607,West,Mumbai,Electronics,Headphones,5,4815.89,0,24079.44,4405.12
ORD00053,31-03-2023,CUST0602,Customer 0602,West,Ahmedabad,Furniture,Desk,3,14282.81,0,42848.43,3482.28
ORD00054,15-05-2024,CUST0376,Customer 0376,South,Chennai,Clothing,Shirt,5,1926.94,0.2,7707.75,1222.72
ORD00055,01-04-2024,CUST0099,Customer 0099,West,Ahmedabad,Appliances,Refrigerator,2,40898.98,0,81797.97,13455.6
ORD00056,24-10-2024,CUST0369,Customer 0369,West,Pune,Clothing,Shoes,1,3688.84,0,3688.84,472.14
ORD00057,03-03-2023,CUST0397,Customer 0397,West,Mumbai,Appliances,Microwave,1,13423.88,0,13423.88,3121.56
ORD00058,17-03-2023,CUST0735,Customer 0735,South,Bangalore,Furniture,Desk,3,17027.73,0.05,48529.04,3639.25
ORD00059,10-03-2023,CUST0891,Customer 0891,South,Hyderabad,Clothing,Shoes,5,3198.36,0.1,14392.64,2909.2
ORD00060,19-04-2023,CUST0398,Customer 0398,North,Delhi,Clothing,Jacket,5,4566.86,0.1,20550.89,3252.48
ORD00061,19-10-2024,CUST0954,Customer 0954,East,Kolkata,Electronics,Smartphone,5,31063.96,0.1,139787.83,19108.5
ORD00062,17-06-2023,CUST0634,Customer 0634,South,Chennai,Furniture,Bookshelf,5,8045.83,0,40229.17,9558.25
ORD00063,10-05-2024,CUST0657,Customer 0657,North,Delhi,Furniture,Sofa,1,31756.89,0.05,30169.04,3711.98
ORD00064,09-09-2023,CUST0182,Customer 0182,East,Kolkata,Clothing,Shoes,2,3715.34,0.15,6316.08,505.38
ORD00065,26-03-2024,CUST0638,Customer 0638,North,Delhi,Electronics,Headphones,4,4334.45,0.1,15604.04,3247.24
ORD00066,01-01-2023,CUST0505,Customer 0505,South,Hyderabad,Clothing,Jeans,1,2406.15,0,2406.15,373.21
ORD00067,27-04-2023,CUST0672,Customer 0672,West,Pune,Appliances,Refrigerator,5,42705.66,0,213528.32,48350.46
ORD00068,17-08-2023,CUST0441,Customer 0441,West,Mumbai,Clothing,Shoes,1,3524.25,0,3524.25,398.27
ORD00069,27-05-2024,CUST0656,Customer 0656,North,Delhi,Appliances,Washing Machine,3,32133.91,0,96401.72,22275.94
ORD00070,24-12-2023,CUST0008,Customer 0008,West,Mumbai,Electronics,Laptop,4,49549.72,0.05,188288.93,23273.15
ORD00071,27-06-2023,CUST0740,Customer 0740,West,Mumbai,Electronics,Laptop,1,63022.48,0,63022.48,8446.1
ORD00072,05-04-2024,CUST0558,Customer 0558,West,Mumbai,Electronics,Laptop,2,48007.31,0.05,91213.88,15014.65
ORD00073,25-03-2024,CUST0251,Customer 0251,South,Chennai,Accessories,Keyboard,1,1554.42,0.1,1398.98,204.9
ORD00074,27-08-2023,CUST0063,Customer 0063,South,Bangalore,Furniture,Desk,3,14518.45,0.1,39199.82,8267.21
ORD00075,01-09-2024,CUST0405,Customer 0405,South,Bangalore,Furniture,Office Chair,4,10402.95,0.1,37450.63,8986.25
ORD00076,12-03-2024,CUST0714,Customer 0714,East,Kolkata,Appliances,Refrigerator,1,46405.56,0,46405.56,4497.08
ORD00077,01-01-2023,CUST0446,Customer 0446,South,Hyderabad,Electronics,Headphones,2,5567.33,0.05,10577.93,850.89
ORD00078,03-06-2023,CUST0771,Customer 0771,South,Chennai,Clothing,Jeans,4,2515.12,0.1,9054.44,2120.87
ORD00079,05-02-2024,CUST0207,Customer 0207,West,Ahmedabad,Clothing,Jacket,2,4884.3,0.1,8791.74,1956.75
ORD00080,04-12-2024,CUST0098,Customer 0098,West,Mumbai,Accessories,Keyboard,3,1873.79,0,5621.36,1072.28
ORD00081,06-09-2023,CUST0542,Customer 0542,West,Pune,Furniture,Bookshelf,3,9329.63,0.1,25190.01,5122.76
ORD00082,18-05-2023,CUST0508,Customer 0508,West,Ahmedabad,Accessories,Backpack,5,1913.72,0.2,7654.86,1138.06
ORD00083,24-07-2023,CUST0971,Customer 0971,West,Pune,Clothing,Shoes,1,3054.66,0.05,2901.92,479.57
ORD00084,09-01-2024,CUST0900,Customer 0900,West,Ahmedabad,Clothing,Shoes,3,3337.95,0.15,8511.77,1300.11
ORD00085,02-11-2024,CUST0403,Customer 0403,South,Chennai,Clothing,Jacket,2,4934.42,0,9868.83,906.57
ORD00086,09-02-2024,CUST0524,Customer 0524,West,Pune,Electronics,Laptop,2,50154.51,0,100309.01,11978.69
ORD00087,14-03-2023,CUST0214,Customer 0214,South,Chennai,Appliances,Refrigerator,3,36730.16,0.15,93661.92,6649.44
ORD00088,26-01-2023,CUST0867,Customer 0867,West,Mumbai,Appliances,Refrigerator,2,38024.96,0.1,68444.94,10651.94
ORD00089,21-01-2024,CUST0312,Customer 0312,North,Delhi,Electronics,Monitor,3,16018.83,0.15,40848.02,6213.06
ORD00090,22-05-2024,CUST0739,Customer 0739,North,Delhi,Accessories,Keyboard,1,1744.47,0.1,1570.02,145.72
ORD00091,08-02-2023,CUST0474,Customer 0474,South,Bangalore,Accessories,Keyboard,1,1819.08,0.15,1546.22,257.98
ORD00092,02-08-2024,CUST0146,Customer 0146,South,Chennai,Appliances,Refrigerator,2,36795.2,0.05,69910.87,11575.59
ORD00093,17-08-2024,CUST0692,Customer 0692,South,Chennai,Furniture,Desk,2,15656.63,0,31313.26,4687.11
ORD00094,12-01-2024,CUST0710,Customer 0710,South,Bangalore,Electronics,Laptop,4,52778.39,0.15,179446.52,13605.59
ORD00095,16-12-2023,CUST0759,Customer 0759,East,Kolkata,Electronics,Laptop,5,47601.99,0.2,190407.94,15264.43
ORD00096,18-11-2023,CUST0847,Customer 0847,West,Mumbai,Accessories,USB Hub,1,1314.15,0.05,1248.44,237.35
ORD00097,27-07-2024,CUST0392,Customer 0392,South,Bangalore,Appliances,Washing Machine,5,29789.58,0.1,134053.09,12556.47
ORD00098,28-04-2023,CUST0532,Customer 0532,West,Mumbai,Furniture,Office Chair,1,11072.68,0.1,9965.41,1115.66
ORD00099,19-05-2023,CUST0259,Customer 0259,East,Kolkata,Clothing,Jacket,2,3894.96,0.05,7400.43,1174.81
ORD00100,11-10-2024,CUST0642,Customer 0642,West,Mumbai,Electronics,Headphones,5,4381.8,0,21909.01,1774.75
ORD00101,03-07-2024,CUST0817,Customer 0817,East,Kolkata,Appliances,Washing Machine,4,33156.55,0.2,106100.95,8739.91
ORD00102,11-01-2024,CUST0995,Customer 0995,South,Hyderabad,Accessories,USB Hub,4,1043.94,0.1,3758.18,320.04
ORD00103,17-08-2023,CUST0725,Customer 0725,West,Pune,Appliances,Washing Machine,3,27177.64,0.1,73379.64,11311.6
ORD00104,12-05-2023,CUST0402,Customer 0402,South,Bangalore,Accessories,Backpack,3,2408.96,0.1,6504.18,1022.2
ORD00105,28-07-2024,CUST0225,Customer 0225,East,Kolkata,Clothing,Shirt,2,1741.4,0.05,3308.66,738.38
ORD00106,08-02-2023,CUST0391,Customer 0391,South,Hyderabad,Furniture,Bookshelf,2,9622.48,0,19244.97,3905.28
ORD00107,30-10-2024,CUST0923,Customer 0923,South,Bangalore,Clothing,Jacket,1,4889.61,0.05,4645.13,486.47
ORD00108,16-10-2023,CUST0522,Customer 0522,West,Pune,Electronics,Smartphone,2,29945.83,0.05,56897.08,11824.71
ORD00109,08-06-2023,CUST0948,Customer 0948,East,Kolkata,Accessories,USB Hub,5,1163.02,0.05,5524.36,815.09
ORD00110,20-11-2023,CUST0095,Customer 0095,West,Mumbai,Appliances,Washing Machine,4,30885.98,0.05,117366.74,12361.51
ORD00111,10-03-2023,CUST0872,Customer 0872,West,Mumbai,Electronics,Smartphone,2,30750.53,0.15,52275.89,4579.54
ORD00112,21-05-2023,CUST0993,Customer 0993,West,Ahmedabad,Clothing,Shirt,4,1539.78,0.05,5851.16,458.72
ORD00113,20-11-2023,CUST0127,Customer 0127,North,Delhi,Accessories,USB Hub,4,1074.91,0.05,4084.67,295.75
ORD00114,20-02-2023,CUST0726,Customer 0726,North,Delhi,Electronics,Laptop,1,61776.32,0,61776.32,14657.76
ORD00115,13-09-2024,CUST0001,Customer 0001,West,Mumbai,Electronics,Laptop,3,61103.29,0.05,174144.38,22955.8
ORD00116,05-11-2023,CUST0117,Customer 0117,South,Bangalore,Electronics,Laptop,3,56711.41,0.05,161627.51,25332.07
ORD00117,16-03-2023,CUST0475,Customer 0475,West,Pune,Furniture,Desk,1,16068.76,0.05,15265.32,1006.17
ORD00118,28-06-2023,CUST0180,Customer 0180,West,Pune,Electronics,Monitor,1,17562.2,0.05,16684.09,2744.63
ORD00119,23-10-2024,CUST0049,Customer 0049,South,Chennai,Electronics,Laptop,4,49687.59,0.05,188812.86,30269.53
ORD00120,08-12-2023,CUST0561,Customer 0561,West,Mumbai,Clothing,Shoes,5,3289.58,0.05,15625.48,2137.91
ORD00121,23-12-2024,CUST0305,Customer 0305,West,Pune,Electronics,Laptop,3,47353.07,0,142059.21,28354.3
ORD00122,24-06-2023,CUST0113,Customer 0113,South,Chennai,Clothing,Shoes,3,3395.8,0,10187.4,944.85
ORD00123,24-02-2023,CUST0458,Customer 0458,East,Kolkata,Appliances,Microwave,2,13430.75,0.05,25518.42,1647.71
ORD00124,20-04-2024,CUST0008,Customer 0008,West,Ahmedabad,Appliances,Refrigerator,3,36041.41,0,108124.23,19564.07
ORD00125,24-11-2023,CUST0579,Customer 0579,West,Pune,Furniture,Office Chair,4,13394.86,0,53579.43,4173.81
ORD00126,06-04-2023,CUST0814,Customer 0814,West,Ahmedabad,Appliances,Air Conditioner,4,41764.51,0.15,141999.32,12125.99
ORD00127,07-01-2023,CUST0085,Customer 0085,South,Chennai,Electronics,Monitor,5,15443.27,0.15,65633.91,11533.62
ORD00128,23-03-2023,CUST0916,Customer 0916,South,Chennai,Accessories,Backpack,2,2091.67,0.05,3974.18,262.94
ORD00129,15-06-2024,CUST0734,Customer 0734,North,Delhi,Furniture,Sofa,5,26847.17,0,134235.83,30971.11
ORD00130,30-12-2023,CUST0632,Customer 0632,West,Ahmedabad,Electronics,Smartphone,1,34368.31,0.05,32649.89,4970.7
ORD00131,04-06-2024,CUST0359,Customer 0359,West,Ahmedabad,Appliances,Refrigerator,3,38447.09,0.05,109574.21,9183.38
ORD00132,29-01-2023,CUST0075,Customer 0075,North,Delhi,Appliances,Refrigerator,5,46064.56,0.1,207290.51,31022.34
ORD00133,03-02-2023,CUST0378,Customer 0378,South,Bangalore,Furniture,Desk,5,15990.91,0,79954.56,6767.31
ORD00134,14-10-2023,CUST0268,Customer 0268,West,Pune,Appliances,Microwave,5,12479.15,0,62395.77,14013.72
ORD00135,20-04-2024,CUST0130,Customer 0130,West,Pune,Clothing,Shoes,3,3149.6,0,9448.79,720.57
ORD00136,06-01-2024,CUST0296,Customer 0296,South,Chennai,Electronics,Monitor,4,17660.84,0.1,63579.04,7215.07
ORD00137,15-08-2023,CUST0664,Customer 0664,West,Pune,Furniture,Bookshelf,5,10179.44,0.05,48352.34,5250.29
ORD00138,28-05-2023,CUST0849,Customer 0849,South,Hyderabad,Clothing,Jacket,5,4495.09,0,22475.47,3870.27
ORD00139,25-03-2024,CUST0017,Customer 0017,North,Delhi,Furniture,Sofa,5,27267.47,0.1,122703.6,16966.09
ORD00140,08-02-2023,CUST0108,Customer 0108,South,Hyderabad,Appliances,Refrigerator,2,44453.18,0,88906.35,10368.91
ORD00141,17-01-2023,CUST0815,Customer 0815,South,Chennai,Appliances,Refrigerator,3,36792.49,0.1,99339.71,20382.62
ORD00142,27-12-2024,CUST0200,Customer 0200,North,Delhi,Appliances,Microwave,1,11098.8,0.1,9988.92,1845.67
ORD00143,03-05-2024,CUST0778,Customer 0778,North,Delhi,Appliances,Air Conditioner,1,39006.21,0,39006.21,6327.98
ORD00144,07-09-2023,CUST0519,Customer 0519,East,Kolkata,Electronics,Laptop,2,51656.26,0.05,98146.89,19939.67
ORD00145,11-08-2023,CUST0402,Customer 0402,West,Pune,Electronics,Monitor,1,18121.15,0.1,16309.03,2049.16
ORD00146,11-09-2024,CUST0805,Customer 0805,West,Mumbai,Clothing,Jacket,2,4540.86,0.1,8173.54,586.57
ORD00147,10-06-2024,CUST0982,Customer 0982,West,Ahmedabad,Clothing,Shirt,2,1702.13,0.05,3234.04,442.5
ORD00148,18-04-2023,CUST0170,Customer 0170,West,Pune,Furniture,Bookshelf,3,10323.92,0.15,26326,4086.02
ORD00149,20-02-2024,CUST0814,Customer 0814,West,Ahmedabad,Appliances,Washing Machine,1,28656.41,0.05,27223.59,3984.92
ORD00150,27-11-2024,CUST0377,Customer 0377,West,Ahmedabad,Accessories,Mouse,1,972.43,0.05,923.81,142.32
ORD00151,30-07-2024,CUST0142,Customer 0142,West,Pune,Electronics,Laptop,2,51650.55,0,103301.09,10541.81
ORD00152,26-10-2024,CUST0975,Customer 0975,West,Ahmedabad,Electronics,Smartphone,1,29349.96,0.05,27882.46,2297.48
ORD00153,06-07-2023,CUST0939,Customer 0939,South,Chennai,Appliances,Refrigerator,3,43115.78,0.15,109945.25,26172.83
ORD00154,11-12-2024,CUST0660,Customer 0660,West,Mumbai,Electronics,Headphones,5,5506.74,0.1,24780.32,2023.59
ORD00155,17-04-2023,CUST0753,Customer 0753,South,Chennai,Furniture,Office Chair,5,13646.17,0,68230.86,15995.94
ORD00156,19-11-2024,CUST0753,Customer 0753,South,Bangalore,Accessories,Keyboard,2,1623.9,0.05,3085.42,457.92
ORD00157,25-05-2023,CUST0998,Customer 0998,West,Ahmedabad,Accessories,Mouse,5,933.19,0.05,4432.67,739.06
ORD00158,23-12-2023,CUST0323,Customer 0323,South,Chennai,Furniture,Sofa,5,26092.86,0.15,110894.65,25729.47
ORD00159,28-11-2023,CUST0537,Customer 0537,South,Chennai,Appliances,Air Conditioner,3,38579.77,0,115739.32,12207.82
ORD00160,07-02-2023,CUST0602,Customer 0602,West,Ahmedabad,Appliances,Air Conditioner,5,38371.67,0,191858.34,35107.5
ORD00161,15-08-2024,CUST0318,Customer 0318,South,Chennai,Clothing,Shoes,2,3597.03,0.05,6834.35,1224.58
ORD00162,09-02-2023,CUST0262,Customer 0262,South,Hyderabad,Accessories,Backpack,4,2214.03,0.15,7527.71,1626.84
ORD00163,11-11-2024,CUST0693,Customer 0693,North,Delhi,Accessories,Backpack,3,2318.89,0.1,6261.01,554.41
ORD00164,10-07-2024,CUST0535,Customer 0535,South,Chennai,Furniture,Bookshelf,3,7663.89,0,22991.68,5140.16
ORD00165,23-03-2023,CUST0989,Customer 0989,West,Mumbai,Clothing,Shirt,2,1669.69,0,3339.38,571.19
ORD00166,23-04-2023,CUST0866,Customer 0866,South,Bangalore,Clothing,Jacket,5,4680.91,0.1,21064.08,1669.47
ORD00167,18-02-2024,CUST0994,Customer 0994,East,Kolkata,Clothing,Shoes,4,3333.97,0,13335.86,2609.37
ORD00168,05-10-2023,CUST0242,Customer 0242,West,Mumbai,Electronics,Headphones,1,5670.95,0.1,5103.85,957.19
ORD00169,05-12-2024,CUST0210,Customer 0210,West,Pune,Clothing,Jacket,5,5001.57,0.05,23757.48,4194.7
ORD00170,16-01-2024,CUST0033,Customer 0033,West,Mumbai,Electronics,Monitor,3,17047.5,0,51142.49,3078.03
ORD00171,26-04-2024,CUST0977,Customer 0977,West,Pune,Furniture,Sofa,1,24658.43,0,24658.43,5007.28
ORD00172,06-06-2023,CUST0687,Customer 0687,South,Hyderabad,Electronics,Smartphone,3,31624.49,0,94873.48,21930.52
ORD00173,15-03-2024,CUST0976,Customer 0976,West,Mumbai,Appliances,Washing Machine,4,33216.24,0.05,126221.72,13803.45
ORD00174,22-01-2024,CUST0934,Customer 0934,South,Hyderabad,Furniture,Sofa,5,25731.62,0,128658.09,27823.87
ORD00175,07-06-2024,CUST0539,Customer 0539,South,Chennai,Accessories,USB Hub,1,1368.55,0.15,1163.27,232.41
ORD00176,13-08-2024,CUST0199,Customer 0199,South,Hyderabad,Accessories,USB Hub,4,1245.44,0,4981.76,1124.64
ORD00177,11-07-2024,CUST0455,Customer 0455,East,Kolkata,Clothing,Jeans,4,2218.89,0,8875.56,1424.65
ORD00178,26-12-2024,CUST0344,Customer 0344,West,Pune,Furniture,Desk,5,14699.61,0,73498.05,10556.36
ORD00179,16-11-2023,CUST0166,Customer 0166,South,Chennai,Furniture,Bookshelf,5,8437.49,0.1,37968.7,8788.87
ORD00180,29-02-2024,CUST0088,Customer 0088,West,Ahmedabad,Appliances,Washing Machine,4,26813.3,0.2,85802.56,7348.92
ORD00181,14-08-2024,CUST0673,Customer 0673,West,Pune,Clothing,Shoes,2,3562.63,0.05,6769,1036.93
ORD00182,11-08-2024,CUST0194,Customer 0194,West,Mumbai,Furniture,Bookshelf,2,10289.16,0.1,18520.49,3780.14
ORD00183,16-04-2023,CUST0971,Customer 0971,East,Kolkata,Appliances,Air Conditioner,3,33716.11,0,101148.32,23114.23
ORD00184,25-12-2023,CUST0716,Customer 0716,East,Kolkata,Clothing,Jeans,2,2778.23,0.1,5000.81,1005.24
ORD00185,21-04-2023,CUST0084,Customer 0084,South,Hyderabad,Clothing,Jacket,2,4571.55,0.1,8228.79,1206.03
ORD00186,07-05-2023,CUST0971,Customer 0971,South,Bangalore,Electronics,Smartphone,4,32023.44,0,128093.76,11364.23
ORD00187,28-10-2023,CUST0750,Customer 0750,South,Hyderabad,Electronics,Monitor,5,17119.24,0.1,77036.57,13756.22
ORD00188,03-11-2023,CUST0723,Customer 0723,West,Mumbai,Clothing,Jeans,1,2296.34,0.05,2181.52,162.9
ORD00189,04-02-2023,CUST0207,Customer 0207,North,Delhi,Electronics,Monitor,4,16691.49,0,66765.95,15552.49
ORD00190,24-01-2023,CUST0364,Customer 0364,West,Mumbai,Clothing,Shoes,4,3781.11,0,15124.44,3267.87
ORD00191,30-08-2024,CUST0866,Customer 0866,South,Bangalore,Furniture,Office Chair,2,11952.01,0.05,22708.82,4603.81
ORD00192,22-10-2023,CUST0246,Customer 0246,South,Chennai,Accessories,Keyboard,3,1723.94,0.1,4654.64,808.42
ORD00193,03-06-2024,CUST0298,Customer 0298,West,Mumbai,Accessories,Mouse,2,829.14,0,1658.27,354.52
ORD00194,06-07-2024,CUST0623,Customer 0623,West,Pune,Electronics,Laptop,1,56533.15,0.1,50879.84,3925.23
ORD00195,25-05-2023,CUST0066,Customer 0066,South,Hyderabad,Furniture,Sofa,5,31007.08,0.05,147283.65,29342.61
ORD00196,06-11-2024,CUST0395,Customer 0395,North,Delhi,Electronics,Monitor,2,20072.03,0.05,38136.86,6883.33
ORD00197,27-12-2023,CUST0683,Customer 0683,South,Bangalore,Furniture,Sofa,1,31768.1,0,31768.1,2864.58
ORD00198,01-05-2023,CUST0204,Customer 0204,South,Hyderabad,Appliances,Refrigerator,1,41680.35,0.1,37512.31,5264.72
ORD00199,02-01-2024,CUST0957,Customer 0957,East,Kolkata,Clothing,Jacket,2,3871.15,0,7742.31,786.65
ORD00200,09-10-2023,CUST0198,Customer 0198,North,Delhi,Clothing,Jacket,3,4068.01,0.05,11593.84,1754.17
ORD00201,25-07-2023,CUST0242,Customer 0242,West,Mumbai,Electronics,Laptop,3,62674.46,0,188023.38,22217.5
ORD00202,04-07-2023,CUST0427,Customer 0427,East,Kolkata,Furniture,Bookshelf,4,8969.89,0.05,34085.57,2816.61
ORD00203,29-09-2024,CUST0746,Customer 0746,North,Delhi,Electronics,Smartphone,2,32096.09,0,64192.18,12295.97
ORD00204,30-10-2024,CUST0086,Customer 0086,West,Ahmedabad,Electronics,Monitor,1,16678.66,0.1,15010.79,3452.94
ORD00205,18-02-2024,CUST0648,Customer 0648,South,Chennai,Electronics,Smartphone,1,33281.48,0,33281.48,7573.89
ORD00206,01-01-2023,CUST0053,Customer 0053,South,Hyderabad,Accessories,Keyboard,1,1890.16,0,1890.16,337.23
ORD00207,04-12-2024,CUST0681,Customer 0681,West,Pune,Furniture,Office Chair,5,13776.01,0.1,61992.06,10046.61
ORD00208,03-05-2024,CUST0102,Customer 0102,South,Hyderabad,Accessories,Backpack,3,2085.84,0.1,5631.77,1110.65
ORD00209,06-10-2023,CUST0344,Customer 0344,South,Hyderabad,Accessories,Backpack,1,2065.93,0.05,1962.64,340.4
ORD00210,11-12-2024,CUST0605,Customer 0605,East,Kolkata,Appliances,Air Conditioner,1,37415.11,0.05,35544.35,4976.05
ORD00211,12-04-2023,CUST0622,Customer 0622,South,Chennai,Clothing,Shoes,2,3649.7,0.05,6934.44,890.11
ORD00212,24-11-2023,CUST0629,Customer 0629,West,Ahmedabad,Accessories,USB Hub,1,1312.96,0.05,1247.31,164.38
ORD00213,20-10-2023,CUST0043,Customer 0043,East,Kolkata,Clothing,Jacket,2,4857.59,0.1,8743.67,1344.97
ORD00214,21-01-2023,CUST0815,Customer 0815,East,Kolkata,Furniture,Sofa,1,24398.75,0.1,21958.88,2819.81
ORD00215,20-11-2023,CUST0802,Customer 0802,North,Delhi,Furniture,Bookshelf,4,8099.1,0,32396.38,3604.98
